X,Y,Index_,Event_Unique_ID,Occurrence_year,Division,Homicide_Type,Occurrence_Date,Hood_ID,Neighbourhood,Lat,Long,ObjectId
-79.1577835,43.7938499,41,592255,2004,D42,Shooting,2004-08-30T04:00:00.000Z,134,Highland Creek (134),43.7938499,-79.1577835,40
-79.3727188,43.6523514,42,635798,2004,D51,Other,2004-08-30T04:00:00.000Z,73,Moss Park (73),43.6523514,-79.3727188,41
-79.5490723,43.7506523,43,642839,2004,D31,Stabbing,2004-08-31T04:00:00.000Z,21,Humber Summit (21),43.7506523,-79.5490723,42
-79.5614395,43.7006416,44,642110,2004,D23,Shooting,2004-09-05T04:00:00.000Z,6,Kingsview Village-The Westway (6),43.7006416,-79.5614395,43
-79.61427310000002,43.732193,45,650681,2004,D23,Shooting,2004-09-21T04:00:00.000Z,1,West Humber-Clairville (1),43.732193,-79.6142731,44
-79.4924011,43.7453308,46,633558,2004,D11,Other,2004-09-22T04:00:00.000Z,27,York University Heights (27),43.7453308,-79.4924011,45
-79.3372726,43.6605644,47,676448,2004,D55,Other,2004-10-08T04:00:00.000Z,70,South Riverdale (70),43.6605644,-79.3372726,46
-79.5005493,43.7112694,48,683174,2004,D31,Shooting,2004-10-15T04:00:00.000Z,28,Rustic (28),43.7112694,-79.5005493,47
-79.378585799999982,43.7010231,49,696852,2004,D53,Other,2004-10-27T04:00:00.000Z,99,Mount Pleasant East (99),43.7010231,-79.3785858,48
-79.5132217,43.7393913,694,3795155,2010,D31,Other,2010-05-29T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7393913,-79.5132217,49
-79.450599700000012,43.6763077,50,697185,2004,D13,Other,2004-11-12T05:00:00.000Z,92,Corso Italia-Davenport (92),43.6763077,-79.4505997,50
-79.4287186,43.669307699999983,51,734705,2004,D14,Stabbing,2004-12-01T05:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6693077,-79.4287186,51
-79.4287186,43.669307699999983,52,734705,2004,D14,Stabbing,2004-12-01T05:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6693077,-79.4287186,52
-79.1699524,43.7816315,53,735933,2004,D42,Other,2004-12-02T05:00:00.000Z,133,Centennial Scarborough (133),43.7816315,-79.1699524,53
-79.3287811,43.6959457,54,734029,2004,D54,Stabbing,2004-12-03T05:00:00.000Z,58,Old East York (58),43.6959457,-79.3287811,54
-79.4728699,43.6518822,55,643900,2004,D11,Other,2004-10-21T04:00:00.000Z,88,High Park North (88),43.6518822,-79.4728699,55
-79.3849716,43.752151499999989,56,735980,2004,D33,Stabbing,2004-12-11T05:00:00.000Z,40,St.Andrew-Windfields (40),43.7521515,-79.3849716,56
-79.4018478,43.657653799999984,57,730198,2004,D14,Stabbing,2004-12-11T05:00:00.000Z,79,University (79),43.6576538,-79.4018478,57
-79.3106537,43.7083473,58,775505,2004,D54,Stabbing,2004-12-12T05:00:00.000Z,54,O'Connor-Parkview (54),43.7083473,-79.3106537,58
-79.3788757,43.660671199999989,59,736004,2004,D51,Shooting,2004-12-19T05:00:00.000Z,75,Church-Yonge Corridor (75),43.6606712,-79.3788757,59
-79.2565155,43.730751,60,811677,2004,D41,Shooting,2004-12-19T05:00:00.000Z,124,Kennedy Park (124),43.730751,-79.2565155,60
-79.3292923,43.7122536,61,730003,2004,D54,Shooting,2004-12-20T05:00:00.000Z,44,Flemingdon Park (44),43.7122536,-79.3292923,61
-79.235916100000011,43.7353821,62,860547,2004,D42,Stabbing,2004-12-31T05:00:00.000Z,123,Cliffcrest (123),43.7353821,-79.2359161,62
-79.2360611,43.7918816,63,986698,2004,D42,Other,2004-07-12T04:00:00.000Z,132,Malvern (132),43.7918816,-79.2360611,63
-79.4794617,43.7147217,64,308782,2004,D31,Shooting,2004-05-22T04:00:00.000Z,29,Maple Leaf (29),43.7147217,-79.4794617,64
-79.2652435,43.8273811,65,879569,2005,D42,Stabbing,2005-01-14T05:00:00.000Z,130,Milliken (130),43.8273811,-79.2652435,65
-79.4244614,43.6653824,66,910043,2005,D14,Stabbing,2005-01-18T05:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6653824,-79.4244614,66
-79.4077148,43.64291,67,920738,2005,D14,Shooting,2005-01-21T05:00:00.000Z,82,Niagara (82),43.64291,-79.4077148,67
-79.4077148,43.64291,71,920738,2005,D14,Shooting,2005-01-21T05:00:00.000Z,82,Niagara (82),43.64291,-79.4077148,68
-79.2822571,43.7694244,72,951634,2005,D33,Shooting,2005-02-11T05:00:00.000Z,126,Dorset Park (126),43.7694244,-79.2822571,69
-79.4557953,43.6703377,73,733656,2005,D12,Other,2005-02-11T05:00:00.000Z,91,Weston-Pellam Park (91),43.6703377,-79.4557953,70
-79.5870972,43.753620100000013,74,736672,2005,D23,Shooting,2005-02-12T05:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7536201,-79.5870972,71
-79.2822571,43.7694244,75,768554,2005,D41,Shooting,2005-02-15T05:00:00.000Z,126,Dorset Park (126),43.7694244,-79.2822571,72
-79.3737793,43.6672974,76,918414,2005,D51,Shooting,2005-02-15T05:00:00.000Z,74,North St.James Town (74),43.6672974,-79.3737793,73
-79.491874700000011,43.613285099999985,77,929672,2005,D22,Other,2005-02-18T05:00:00.000Z,17,Mimico (includes Humber Bay Shores) (17),43.6132851,-79.4918747,74
-79.4460526,43.7859192,78,969241,2005,D32,Shooting,2005-02-28T05:00:00.000Z,36,Newtonbrook West (36),43.7859192,-79.4460526,75
-79.356308,43.7409859,79,953786,2005,D33,Shooting,2005-03-05T05:00:00.000Z,42,Banbury-Don Mills (42),43.7409859,-79.356308,76
-79.4982376,43.6239204,80,745939,2005,D22,Stabbing,2005-03-11T05:00:00.000Z,16,Stonegate-Queensway (16),43.6239204,-79.4982376,77
-79.3793716,43.6618767,81,758352,2005,D51,Shooting,2005-03-25T05:00:00.000Z,75,Church-Yonge Corridor (75),43.6618767,-79.3793716,78
-79.2812576,43.6853142,82,884190,2005,D41,Shooting,2005-04-13T04:00:00.000Z,122,Birchcliffe-Cliffside (122),43.6853142,-79.2812576,79
-79.4360352,43.6371803,83,1052948,2005,D11,Shooting,2005-04-18T04:00:00.000Z,85,South Parkdale (85),43.6371803,-79.4360352,80
-79.3840103,43.6423912,84,1006774,2005,D52,Other,2005-04-19T04:00:00.000Z,77,Waterfront Communities-The Island (77),43.6423912,-79.3840103,81
-79.5529861,43.751442,85,739652,2005,D31,Shooting,2005-04-24T04:00:00.000Z,21,Humber Summit (21),43.751442,-79.5529861,82
-79.2841568,43.8078117,86,736140,2005,D42,Stabbing,2005-05-04T04:00:00.000Z,129,Agincourt North (129),43.8078117,-79.2841568,83
-79.4353638,43.659885399999986,87,739574,2005,D14,Shooting,2005-05-05T04:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6598854,-79.4353638,84
-79.515358,43.7552147,88,737037,2005,D31,Stabbing,2005-05-05T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7552147,-79.515358,85
-79.341774,43.6795692,89,756176,2005,D54,Shooting,2005-05-08T04:00:00.000Z,66,Danforth (66),43.6795692,-79.341774,86
-79.3816376,43.6673737,90,1001532,2005,D51,Shooting,2005-05-14T04:00:00.000Z,75,Church-Yonge Corridor (75),43.6673737,-79.3816376,87
-79.241630599999979,43.7841072,91,863844,2005,D41,Shooting,2005-05-15T04:00:00.000Z,128,Agincourt South-Malvern West (128),43.7841072,-79.2416306,88
-79.1930542,43.7581673,92,988453,2005,D42,Shooting,2005-05-18T04:00:00.000Z,136,West Hill (136),43.7581673,-79.1930542,89
-79.5096817,43.7396736,93,781084,2005,D31,Stabbing,2005-05-27T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7396736,-79.5096817,90
-79.2949219,43.6897202,94,760646,2005,D55,Shooting,2005-06-12T04:00:00.000Z,62,East End-Danforth (62),43.6897202,-79.2949219,91
-79.521873499999984,43.7667732,284,1000509,2005,D31,Shooting,2005-06-24T04:00:00.000Z,24,Black Creek (24),43.7667732,-79.5218735,92
-79.4410248,43.7201309,285,834756,2005,D32,Stabbing,2005-06-25T04:00:00.000Z,32,Englemount-Lawrence (32),43.7201309,-79.4410248,93
-79.4381866,43.6664314,286,1086009,2005,D14,Shooting,2005-06-29T04:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6664314,-79.4381866,94
-79.5686188,43.7462502,287,884293,2005,D23,Shooting,2005-07-06T04:00:00.000Z,21,Humber Summit (21),43.7462502,-79.5686188,95
-79.2725296,43.6946259,288,863854,2005,D41,Other,2005-07-17T04:00:00.000Z,121,Oakridge (121),43.6946259,-79.2725296,96
-79.4829025,43.6788063,289,1059962,2005,D12,Shooting,2005-07-19T04:00:00.000Z,111,Rockcliffe-Smythe (111),43.6788063,-79.4829025,97
-79.3258514,43.7433739,290,1070618,2005,D33,Other,2005-07-20T04:00:00.000Z,45,Parkwoods-Donalda (45),43.7433739,-79.3258514,98
-79.1916809,43.769825,291,1150352,2005,D42,Other,2005-07-15T04:00:00.000Z,136,West Hill (136),43.769825,-79.1916809,99
-79.4410248,43.7201309,292,1135001,2005,D31,Shooting,2005-07-30T04:00:00.000Z,32,Englemount-Lawrence (32),43.7201309,-79.4410248,100
-79.3157654,43.7967758,293,1033503,2005,D42,Shooting,2005-07-30T04:00:00.000Z,117,L'Amoreaux (117),43.7967758,-79.3157654,101
-79.4373016,43.6542778,695,4212793,2012,D11,Shooting,2012-01-27T05:00:00.000Z,83,Dufferin Grove (83),43.6542778,-79.4373016,102
-79.4254227,43.7574692,696,4085703,2012,D32,Shooting,2012-02-20T05:00:00.000Z,38,Lansing-Westgate (38),43.7574692,-79.4254227,103
-79.4254227,43.7574692,697,4085703,2012,D32,Shooting,2012-02-20T05:00:00.000Z,38,Lansing-Westgate (38),43.7574692,-79.4254227,104
-79.315231299999979,43.7844925,698,4370907,2012,D42,Other,2012-02-29T05:00:00.000Z,117,L'Amoreaux (117),43.7844925,-79.3152313,105
-79.4119949,43.765659300000017,699,4334336,2012,D32,Other,2012-03-11T05:00:00.000Z,51,Willowdale East (51),43.7656593,-79.4119949,106
-79.4158554,43.6800499,700,3844704,2010,D13,Stabbing,2010-06-12T04:00:00.000Z,96,Casa Loma (96),43.6800499,-79.4158554,107
-79.519645699999984,43.6494026,701,4445252,2012,D22,Stabbing,2012-03-23T04:00:00.000Z,15,Kingsway South (15),43.6494026,-79.5196457,108
-79.443443299999984,43.6653748,702,3662181,2010,D14,Other,2010-05-08T04:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6653748,-79.4434433,109
-79.473381,43.6404266,703,3568162,2010,D11,Stabbing,2010-05-29T04:00:00.000Z,87,High Park-Swansea (87),43.6404266,-79.473381,110
-79.5118637,43.5993271,704,3711024,2010,D22,Other,2010-06-12T04:00:00.000Z,18,New Toronto (18),43.5993271,-79.5118637,111
-79.558647199999982,43.694252,705,3786264,2010,D23,Stabbing,2010-06-29T04:00:00.000Z,6,Kingsview Village-The Westway (6),43.694252,-79.5586472,112
-79.5059433,43.6761055,706,3773164,2010,D12,Stabbing,2010-06-30T04:00:00.000Z,111,Rockcliffe-Smythe (111),43.6761055,-79.5059433,113
-79.4864502,43.7447815,707,3776066,2010,D31,Shooting,2010-07-02T04:00:00.000Z,27,York University Heights (27),43.7447815,-79.4864502,114
-79.4020233,43.6683922,708,3771858,2010,D53,Stabbing,2010-07-02T04:00:00.000Z,95,Annex (95),43.6683922,-79.4020233,115
-79.4876251,43.672763799999984,709,3755673,2012,D12,Shooting,2012-04-12T04:00:00.000Z,111,Rockcliffe-Smythe (111),43.6727638,-79.4876251,116
-79.3058929,43.7325554,710,4428014,2012,D41,Stabbing,2012-04-15T04:00:00.000Z,119,Wexford/Maryvale (119),43.7325554,-79.3058929,117
-79.465248099999982,43.657547,711,4376058,2012,D11,Other,2012-04-16T04:00:00.000Z,88,High Park North (88),43.657547,-79.4652481,118
-79.441864,43.7226105,712,4449577,2012,D32,Shooting,2012-05-04T04:00:00.000Z,32,Englemount-Lawrence (32),43.7226105,-79.441864,119
-79.4033203,43.6979294,713,4346812,2012,D53,Shooting,2012-05-09T04:00:00.000Z,100,Yonge-Eglinton (100),43.6979294,-79.4033203,120
-79.2795181,43.7032204,714,4449281,2012,D41,Other,2012-05-07T04:00:00.000Z,121,Oakridge (121),43.7032204,-79.2795181,121
-79.501503,43.6648865,715,4445741,2012,D11,Shooting,2012-05-10T04:00:00.000Z,114,Lambton Baby Point (114),43.6648865,-79.501503,122
-79.370689400000018,43.650733899999985,716,3363455,2012,D51,Other,2012-05-14T04:00:00.000Z,73,Moss Park (73),43.6507339,-79.3706894,123
-79.1552658,43.7864952,717,4438492,2012,D43,Shooting,2012-05-31T04:00:00.000Z,133,Centennial Scarborough (133),43.7864952,-79.1552658,124
-79.3799744,43.6540642,718,4533105,2012,D52,Shooting,2012-06-02T04:00:00.000Z,75,Church-Yonge Corridor (75),43.6540642,-79.3799744,125
-79.3799744,43.6540642,719,4533105,2012,D52,Shooting,2012-06-02T04:00:00.000Z,75,Church-Yonge Corridor (75),43.6540642,-79.3799744,126
-79.4183273,43.6552467,720,4386217,2012,D14,Shooting,2012-06-18T04:00:00.000Z,80,Palmerston-Little Italy (80),43.6552467,-79.4183273,127
-79.2822571,43.7694244,721,4503011,2012,D41,Shooting,2012-06-22T04:00:00.000Z,126,Dorset Park (126),43.7694244,-79.2822571,128
-79.4065704,43.7565041,722,4556249,2012,D32,Shooting,2012-06-23T04:00:00.000Z,51,Willowdale East (51),43.7565041,-79.4065704,129
-79.5583496,43.64907070000001,723,4578181,2012,D22,Shooting,2012-07-05T04:00:00.000Z,14,Islington-City Centre West (14),43.6490707,-79.5583496,130
-79.1848831,43.7648697,724,4544154,2012,D43,Shooting,2012-07-16T04:00:00.000Z,136,West Hill (136),43.7648697,-79.1848831,131
-79.1848831,43.7648697,725,4544154,2012,D43,Shooting,2012-07-16T04:00:00.000Z,136,West Hill (136),43.7648697,-79.1848831,132
-79.5042191,43.6843834,726,4466647,2012,D12,Shooting,2012-07-17T04:00:00.000Z,115,Mount Dennis (115),43.6843834,-79.5042191,133
-79.4439087,43.7194862,727,4427513,2012,D32,Shooting,2012-07-19T04:00:00.000Z,32,Englemount-Lawrence (32),43.7194862,-79.4439087,134
-79.254982,43.7812233,728,4528375,2012,D42,Other,2012-07-22T04:00:00.000Z,128,Agincourt South-Malvern West (128),43.7812233,-79.254982,135
-79.5147705,43.7672119,729,4622186,2012,D31,Shooting,2012-08-01T04:00:00.000Z,24,Black Creek (24),43.7672119,-79.5147705,136
-79.2186508,43.8065376,730,4531897,2012,D42,Other,2012-08-07T04:00:00.000Z,132,Malvern (132),43.8065376,-79.2186508,137
-79.2827606,43.7279472,731,4613436,2012,D55,Other,2012-08-24T04:00:00.000Z,120,Clairlea-Birchmount (120),43.7279472,-79.2827606,138
-79.2065353,43.8083572,732,4528016,2012,D42,Shooting,2012-09-08T04:00:00.000Z,132,Malvern (132),43.8083572,-79.2065353,139
-79.298027,43.6788864,733,4563307,2012,D55,Shooting,2012-09-08T04:00:00.000Z,62,East End-Danforth (62),43.6788864,-79.298027,140
-79.5151291,43.747097,734,4453311,2012,D23,Shooting,2012-09-16T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.747097,-79.5151291,141
-79.4411087,43.702255199999989,735,4520488,2012,D13,Other,2012-09-15T04:00:00.000Z,108,Briar Hill-Belgravia (108),43.7022552,-79.4411087,142
-79.5826111,43.7339706,736,4589405,2012,D23,Shooting,2012-09-18T04:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7339706,-79.5826111,143
-79.5826111,43.7339706,737,4589405,2012,D23,Shooting,2012-09-18T04:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7339706,-79.5826111,144
-79.5154648,43.7578697,738,4663461,2012,D31,Shooting,2012-10-11T04:00:00.000Z,24,Black Creek (24),43.7578697,-79.5154648,145
-79.234993,43.7757454,739,4615172,2012,D43,Other,2012-10-17T04:00:00.000Z,137,Woburn (137),43.7757454,-79.234993,146
-79.3708878,43.6645203,740,4477212,2012,D51,Stabbing,2012-10-23T04:00:00.000Z,71,Cabbagetown-South St.James Town (71),43.6645203,-79.3708878,147
-79.213562,43.785892499999989,741,4703830,2012,D43,Shooting,2012-10-28T04:00:00.000Z,135,Morningside (135),43.7858925,-79.213562,148
-79.4493713,43.7208595,742,4697103,2012,D32,Shooting,2012-10-29T04:00:00.000Z,31,Yorkdale-Glen Park (31),43.7208595,-79.4493713,149
-79.4372711,43.6369286,743,4613667,2012,D14,Stabbing,2012-10-29T04:00:00.000Z,85,South Parkdale (85),43.6369286,-79.4372711,150
-79.4931412,43.6883087,744,4754900,2012,D12,Shooting,2012-10-30T04:00:00.000Z,115,Mount Dennis (115),43.6883087,-79.4931412,151
-79.406517,43.656723,745,4695122,2012,D14,Shooting,2012-11-11T05:00:00.000Z,79,University (79),43.656723,-79.406517,152
-79.5810471,43.736351,746,4664511,2012,D23,Other,2012-11-12T05:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.736351,-79.5810471,153
-79.3143005,43.6796837,747,4559977,2012,D55,Other,2012-11-14T05:00:00.000Z,64,Woodbine Corridor (64),43.6796837,-79.3143005,154
-79.324707,43.723701499999976,748,4545660,2012,D54,Stabbing,2012-11-17T05:00:00.000Z,44,Flemingdon Park (44),43.7237015,-79.324707,155
-79.4837265,43.733581499999985,749,4672379,2012,D31,Shooting,2012-12-02T05:00:00.000Z,26,Downsview-Roding-CFB (26),43.7335815,-79.4837265,156
-79.3586502,43.6775246,750,4471737,2012,D53,Other,2012-07-02T04:00:00.000Z,67,Playter Estates-Danforth (67),43.6775246,-79.3586502,157
-79.3737793,43.6672974,751,4844185,2012,D51,Stabbing,2012-12-20T05:00:00.000Z,74,North St.James Town (74),43.6672974,-79.3737793,158
-79.582756,43.6332703,752,1799882,2012,D22,Other,2012-07-03T04:00:00.000Z,12,Markland Wood (12),43.6332703,-79.582756,159
-79.582756,43.6332703,753,1799887,2012,D22,Shooting,2012-11-29T05:00:00.000Z,12,Markland Wood (12),43.6332703,-79.582756,160
-79.266662600000018,43.7559013,754,3757791,2010,D41,Shooting,2010-07-06T04:00:00.000Z,127,Bendale (127),43.7559013,-79.2666626,161
-79.397789,43.6522598,755,3360930,2010,D52,Shooting,2010-07-10T04:00:00.000Z,78,Kensington-Chinatown (78),43.6522598,-79.397789,162
-79.2467575,43.7552643,756,3831826,2010,D41,Stabbing,2010-07-14T04:00:00.000Z,127,Bendale (127),43.7552643,-79.2467575,163
-79.3296509,43.715313,757,3587228,2010,D54,Shooting,2010-07-13T04:00:00.000Z,44,Flemingdon Park (44),43.715313,-79.3296509,164
-79.2591248,43.7874107,758,3686077,2010,D42,Shooting,2010-07-16T04:00:00.000Z,128,Agincourt South-Malvern West (128),43.7874107,-79.2591248,165
-79.5068817,43.7403259,759,3520868,2010,D31,Shooting,2010-07-30T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7403259,-79.5068817,166
-79.6118164,43.7316895,760,3804848,2010,D23,Shooting,2010-07-30T04:00:00.000Z,1,West Humber-Clairville (1),43.7316895,-79.6118164,167
-79.3373184,43.7165565,761,3883110,2010,D54,Stabbing,2010-07-31T04:00:00.000Z,44,Flemingdon Park (44),43.7165565,-79.3373184,168
-79.5305557,43.6467743,762,3436989,2010,D22,Shooting,2010-08-14T04:00:00.000Z,14,Islington-City Centre West (14),43.6467743,-79.5305557,169
-79.3744507,43.6688728,763,3577793,2010,D51,Shooting,2010-08-14T04:00:00.000Z,74,North St.James Town (74),43.6688728,-79.3744507,170
-79.441864,43.7226105,764,3773675,2010,D32,Shooting,2010-08-24T04:00:00.000Z,32,Englemount-Lawrence (32),43.7226105,-79.441864,171
-79.4401932,43.651432,765,3412926,2010,D14,Stabbing,2010-08-27T04:00:00.000Z,83,Dufferin Grove (83),43.651432,-79.4401932,172
-79.232025100000016,43.7593193,766,3528531,2010,D43,Shooting,2010-09-10T04:00:00.000Z,137,Woburn (137),43.7593193,-79.2320251,173
-79.518821700000018,43.7619209,767,3836758,2010,D31,Shooting,2010-09-12T04:00:00.000Z,24,Black Creek (24),43.7619209,-79.5188217,174
-79.513145400000013,43.6868515,768,3905801,2010,D23,Stabbing,2010-09-25T04:00:00.000Z,8,Humber Heights-Westmount (8),43.6868515,-79.5131454,175
-79.4735794,43.6663361,769,3793509,2010,D51,Other,2010-08-29T04:00:00.000Z,90,Junction Area (90),43.6663361,-79.4735794,176
-79.5153656,43.6998215,770,3708472,2010,D12,Shooting,2010-09-29T04:00:00.000Z,113,Weston (113),43.6998215,-79.5153656,177
-79.5153656,43.6998215,771,3708472,2010,D12,Shooting,2010-09-29T04:00:00.000Z,113,Weston (113),43.6998215,-79.5153656,178
-79.4333191,43.6337547,772,3834477,2010,D14,Shooting,2010-10-04T04:00:00.000Z,85,South Parkdale (85),43.6337547,-79.4333191,179
-79.3084641,43.7388,773,2896399,2010,D41,Other,2010-07-09T04:00:00.000Z,119,Wexford/Maryvale (119),43.7388,-79.3084641,180
-79.5154648,43.7578697,774,3633942,2010,D31,Shooting,2010-10-04T04:00:00.000Z,24,Black Creek (24),43.7578697,-79.5154648,181
-79.3590775,43.6603432,775,3561941,2010,D51,Shooting,2010-10-09T04:00:00.000Z,72,Regent Park (72),43.6603432,-79.3590775,182
-79.3590775,43.6603432,776,3561941,2010,D51,Shooting,2010-10-09T04:00:00.000Z,72,Regent Park (72),43.6603432,-79.3590775,183
-79.276992800000016,43.7024002,777,3520082,2010,D41,Shooting,2010-10-17T04:00:00.000Z,120,Clairlea-Birchmount (120),43.7024002,-79.2769928,184
-79.3627014,43.6574554,778,3772354,2010,D51,Shooting,2010-10-25T04:00:00.000Z,72,Regent Park (72),43.6574554,-79.3627014,185
